DiseaseName	DiseaseID	ParentIDs	Synonyms
Endometrial Hyperplasia	MESH:D004714	MESH:D014591	Atypical Endometrial Hyperplasia|Atypical Endometrial Hyperplasias|Complex Endometrial Hyperplasia|Complex Endometrial Hyperplasias|Endometrial Hyperplasia, Atypical|Endometrial Hyperplasia, Complex|Endometrial Hyperplasias|Endometrial Hyperplasias, Atypical|Endometrial Hyperplasias, Complex|Endometrial Hyperplasia, Simple|Endometrial Hyperplasias, Simple|Hyperplasia, Atypical Endometrial|Hyperplasia, Complex Endometrial|Hyperplasia, Endometrial|Hyperplasias, Atypical Endometrial|Hyperplasias, Complex Endometrial|Hyperplasias, Endometrial|Hyperplasia, Simple Endometrial|Hyperplasias, Simple Endometrial|Simple Endometrial Hyperplasia|Simple Endometrial Hyperplasias
Endometrial Neoplasms	MESH:D016889	MESH:D014594	Cancer, Endometrial|Cancer, Endometrium|Cancer of Endometrium|Cancer of the Endometrium|Cancers, Endometrial|Cancers, Endometrium|Carcinoma, Endometrial|Carcinoma of Endometrium|Carcinomas, Endometrial|Endometrial Cancer|Endometrial Cancers|Endometrial Carcinoma|Endometrial Carcinomas|Endometrial Neoplasm|Endometrium Cancer|Endometrium Cancers|Endometrium Carcinoma|Endometrium Carcinomas|Neoplasm, Endometrial|Neoplasms, Endometrial
Endometrial Stromal Tumors	MESH:D036821	MESH:D009372|MESH:D012509|MESH:D016889	Endolymphatic Stromal Myoses|Endolymphatic Stromal Myosis|Endometrial Stromal Tumor|Myoses, Endolymphatic Stromal|Myosis, Endolymphatic Stromal|Sarcoma, Endometrial Stromal, Low-Grade|Stromal Myoses, Endolymphatic|Stromal Myosis, Endolymphatic|Stromal Tumor, Endometrial|Stromal Tumors, Endometrial|Tumor, Endometrial Stromal|Tumors, Endometrial Stromal
Endometriosis	MESH:D004715	MESH:D005831	ENDO1|Endometrioma|Endometriomas|Endometrioses|ENDOMETRIOSIS, SUSCEPTIBILITY TO, 1
Endometritis	MESH:D004716	MESH:D000292|MESH:D014591	Endomyometritis
Endomyocardial Fibrosis	MESH:D004719	MESH:D009202	Endomyocardial Fibroses|Fibroses, Endomyocardial|Fibrosis, Endomyocardial
Endophthalmitis	MESH:D009877	MESH:D015817	Endophthalmitides|Endophthalmitides, Infectious|Endophthalmitis, Infectious|Infectious Endophthalmitides|Infectious Endophthalmitis|Ophthalmia|Ophthalmias
Endothelial Dystrophy, Congenital Hereditary, with Nail Hypoplasia	MESH:C565591	MESH:D003317|MESH:D009260	
Endotoxemia	MESH:D019446	MESH:D014115|MESH:D016470	Endotoxemias
Endotoxin Hyporesponsiveness	MESH:C566417	MESH:D007153	
Endplate Acetylcholinesterase Deficiency	MESH:C566415	MESH:D020294	CMS1C, FORMERLY|CMS5|CMS Ic, FORMERLY|Congenital Myasthenic Syndrome Type Ic|CONGENITAL MYASTHENIC SYNDROME TYPE Ic, FORMERLY|EAD|ENDPLATE ACETYLCHOLINESTERASE DEFICIENCY|Engel Congenital Myasthenic Syndrome|MYASTHENIC SYNDROME, CONGENITAL, 5|Myasthenic Syndrome, Congenital, Engel Type
End Stage Liver Disease	MESH:D058625	MESH:D017093	Chronic Liver Failure|Chronic Liver Failures|Failure, Chronic Liver|Failures, Chronic Liver|Liver Failure, Chronic|Liver Failures, Chronic
Enhanced S-Cone Syndrome	MESH:C564835	MESH:D012162|MESH:D014786|MESH:D015785	ESCS|Favre Hyaloideoretinal Degeneration|FAVRE HYALOIDEORETINAL DEGENERATION, INCLUDED|Goldmann-Favre Syndrome|GOLDMANN-FAVRE SYNDROME, INCLUDED|Retinoschisis with Early Hemeralopia|RETINOSCHISIS WITH EARLY HEMERALOPIA, INCLUDED
Enophthalmos	MESH:D015841	MESH:D009916	
Enoplida Infections	MESH:D017189	MESH:D017188	Capillaria hepatica Infection|Capillaria hepatica Infections|Capillaria Infection|Capillaria Infections|Capillaria philippinensis Infection|Capillaria philippinensis Infections|Capillariases|Capillariasis|Capillariasis, Hepatic|Capillariasis, Intestinal|Dioctophyma renale Infection|Dioctophyma renale Infections|Dioctophyme renale Infection|Dioctophyme renale Infections|Dioctophymiases|Dioctophymiasis|Enoplida Infection|Giant Kidney Worm Infection|Hepatic Capillariases|Hepatic Capillariasis|Infection, Capillaria|Infection, Capillaria hepatica|Infection, Capillaria philippinensis|Infection, Dioctophyma renale|Infection, Dioctophyme renale|Infection, Enoplida|Infections, Dioctophyma renale|Infections, Enoplida|Intestinal Capillariases|Intestinal Capillariasis
Entamoebiasis	MESH:D004749	MESH:D000562	Entamoeba histolytica Infection|Entamoeba histolytica Infections|Entamoeba Infection|Entamoeba Infections|Entamoebiases|Infection, Entamoeba|Infection, Entamoeba histolytica|Infections, Entamoeba|Infections, Entamoeba histolytica
Enteritis	MESH:D004751	MESH:D005759|MESH:D007410	Enteritides
Enteritis, Transmissible, of Turkeys	MESH:D004753	MESH:D011201|MESH:D018352	Bluecomb of Turkeys|Transmissible Enteritis of Turkeys
Enterobacteriaceae Infections	MESH:D004756	MESH:D016905	Cronobacter Infection|Cronobacter Infections|Enterobacteriaceae Infection|Enterobacterial Infection|Enterobacterial Infections|Infection, Cronobacter|Infection, Enterobacteriaceae|Infection, Enterobacterial|Infections, Cronobacter|Infections, Enterobacteriaceae|Infections, Enterobacterial
Enterobiasis	MESH:D017229	MESH:D010123	Enterobiases|Enterobius vermicularis Infection|Enterobius vermicularis Infections|Infection, Enterobius vermicularis|Infection, Oxyuris vermicularis|Infection, Pinworm|Infections, Enterobius vermicularis|Infections, Oxyuris vermicularis|Infections, Pinworm|Oxyuris vermicularis Infection|Oxyuris vermicularis Infections|Pinworm Infection|Pinworm Infections
Enterocolitis	MESH:D004760	MESH:D005759|MESH:D007410	Enterocolitides
Enterocolitis, Necrotizing	MESH:D020345	MESH:D004760	Necrotizing Enterocolitis
Enterocolitis, Neutropenic	MESH:D044504	MESH:D004760	Ileocecal Syndrome|Neutropenic Enterocolitis
Enterocolitis, Pseudomembranous	MESH:D004761	MESH:D003015|MESH:D004760	Antibiotic Associated Colitis|Antibiotic-Associated Colitis|Clostridium Enterocolitis|Colitis, Antibiotic-Associated|Colitis, Pseudomembranous|Enteritis, Pseudomembranous|Pseudomembranous Colitis|Pseudomembranous Enteritis|Pseudomembranous Enterocolitis
Enterokinase Deficiency	MESH:C562649	MESH:D008661	Enteropeptidase Deficiency
Enteropathy-Associated T-Cell Lymphoma	MESH:D058527	MESH:D016399	Enteropathy Associated T Cell Lymphoma|Enteropathy-Associated T-Cell Lymphomas|Lymphomas, Enteropathy-Associated T-Cell|Lymphoma, T-Cell, Enteropathy-Associated|T Cell Lymphoma, Enteropathy Associated|T-Cell Lymphoma, Enteropathy-Associated|T-Cell Lymphomas, Enteropathy-Associated
Enteropathy, Familial, with Villous Edema and Immunoglobulin G2 Deficiency	MESH:C563949	MESH:D000081207|MESH:D004487|MESH:D011504	
Enterotoxemia	MESH:D004767	MESH:D000820|MESH:D003015	Enterotoxemias
Enterovirus Infections	MESH:D004769	MESH:D010850	Enterovirus Infection|Infection, Enterovirus|Infections, Enterovirus
Enthesopathy	MESH:D000070676	MESH:D052256	Enthesopathies
Entomophobia	MESH:C000719201	MESH:D010698	Fear of insects|Insectophobia|Phobia, insects
entomophthoromycosis	MESH:C000656785	MESH:D020096	basidiobolomycosis|Basidiobolus ranarum infection|conidiobolomycosis|Conidiobolus coronatus infection|Conidiobolus infection|entomophthorales infection|rhinoconidiobolomycosis|rhinoentomophthoramycosis
Entropion	MESH:D004774	MESH:D005141	Entropions
Enuresis	MESH:D004775	MESH:D014555|MESH:D019960	
Enuresis, Nocturnal, 2	MESH:C563439	MESH:D053206	ENUR2
Environmental Illness	MESH:D018876	MESH:D006967|MESH:D007280	Environmental Hypersensitivities|Environmental Hypersensitivity|Environmental Illnesses|Hypersensitivities, Environmental|Hypersensitivity, Environmental|Illness, Environmental|Illnesses, Environmental
Enzootic Bovine Leukosis	MESH:D016583	MESH:D002418|MESH:D006800|MESH:D007938	Bovine Leukemia|Bovine Leukemias|Bovine Leukoses|Bovine Leukoses, Enzootic|Bovine Leukosis|Bovine Leukosis, Enzootic|Bovine Lymphoma|Bovine Lymphomas|Bovine Lymphosarcoma|Bovine Lymphosarcomas|Enzootic Bovine Leukoses|Leukemia, Bovine|Leukemias, Bovine|Leukoses, Bovine|Leukoses, Enzootic Bovine|Leukosis, Bovine|Leukosis, Enzootic Bovine|Lymphoma, Bovine|Lymphomas, Bovine|Lymphosarcoma, Bovine|Lymphosarcomas, Bovine
Eosinophilia	MESH:D004802	MESH:D007960	Eosinophilia, Tropical|Hypereosinophilia|Hypereosinophilias|Tropical Eosinophilia|Tropical Eosinophilias
Eosinophilia, Familial	MESH:C562722	MESH:D004802	EOS|Familial eosinophilia
Eosinophilia-Myalgia Syndrome	MESH:D016603	MESH:D004802|MESH:D009135	Eosinophilia Myalgia Syndrome|Eosinophilia-Myalgia Syndrome, L-Tryptophan-Related|Eosinophilia-Myalgia Syndromes|Eosinophilia-Myalgia Syndromes, L-Tryptophan-Related|L-Tryptophan-Related Eosinophilia-Myalgia Syndrome|L-Tryptophan-Related Eosinophilia-Myalgia Syndromes|Syndrome, Eosinophilia-Myalgia|Syndrome, Eosinophilia-Myalgia, L-Tryptophan-Related|Syndrome, L-Tryptophan-Related Eosinophilia-Myalgia|Syndromes, Eosinophilia-Myalgia|Syndromes, L-Tryptophan-Related Eosinophilia-Myalgia
Eosinophilic enteropathy	MESH:C535952	MESH:D004751|MESH:D004802|MESH:D005756	Eosinophilic enteritis|Eosinophilic gastritis|Eosinophilic gastroenteritis|Eosinophilic gastroenteropathy
Eosinophilic Esophagitis	MESH:D057765	MESH:D004802|MESH:D004941|MESH:D006969	Chronic Esophagitides, Eosinophilic|Chronic Esophagitis, Eosinophilic|EE|EOE1|EOE2|Eosinophilic Chronic Esophagitides|Eosinophilic Chronic Esophagitis|Eosinophilic Esophagitides|Esophagitides, Eosinophilic|Esophagitides, Eosinophilic Chronic|Esophagitis, Eosinophilic|ESOPHAGITIS, EOSINOPHILIC, 1|ESOPHAGITIS, EOSINOPHILIC, 2|Esophagitis, Eosinophilic Chronic
Eosinophilic Fasciitis	MESH:C562487	MESH:D004802|MESH:D005208	diffuse fasciitis with eosinophilia|Shulman syndrome
Eosinophilic Granuloma	MESH:D004803	MESH:D001847|MESH:D004802|MESH:D006099|MESH:D006646	Eosinophilic Granulomas|Granuloma, Eosinophilic|Granulomas, Eosinophilic
Eosinophilic pustular folliculitis	MESH:C535953	MESH:D004802|MESH:D005499|MESH:D012872	Eosinophilic folliculitis, pustular|Ofuji disease|Ofuji's disease
Eosinophilic synovitis	MESH:C535954	MESH:D004802|MESH:D013585	Idiopathic eosinophilic synovitis
Ependymoma	MESH:D004806	MESH:D005910	Anaplastic Ependymoma|Anaplastic Ependymomas|Cellular Ependymoma|Clear Cell Ependymoma|Ependymoma, Anaplastic|Ependymoma, Myxopapillary|Ependymoma, Papillary|Ependymomas|Ependymomas, Anaplastic|Ependymomas, Myxopapillary|Ependymomas, Papillary|Myxopapillary Ependymoma|Myxopapillary Ependymomas|Papillary Ependymoma|Papillary Ependymomas
Ephemeral Fever	MESH:D004810	MESH:D002418|MESH:D018353	Fever, Ephemeral|Sickness, Three-Day|Three Day Sickness|Three-Day Sickness
Epiblepharon of Upper Lid	MESH:C565051	MESH:D005141	Epiblepharon of Lower Lid
Epidermal Cyst	MESH:D004814	MESH:D003560	Cyst, Epidermal|Cyst, Epidermoid|Cyst, Pilar|Cyst, Sebaceous|Cysts, Epidermal|Cysts, Epidermoid|Cysts, Pilar|Cysts, Sebaceous|Epidermal Cysts|Epidermoid Cyst|Epidermoid Cysts|Pilar Cyst|Pilar Cysts|Sebaceous Cyst|Sebaceous Cysts
Epidermal Nevus	MESH:C580062	MESH:D009506	Epidermal Naevus|Nevus, Epidermal|Nevus, Keratinocytic, Nonepidermolytic|NEVUS, KERATINOCYTIC, NONEPIDERMOLYTIC  NEVUS SEBACEOUS, INCLUDED|NEVUS, WOOLLY HAIR, INCLUDED
Epidermitis, Exudative, of Swine	MESH:D004818	MESH:D013553	Disease, Greasy Pig|Epidermitis, Exudative of Swine|Exudative Dermatitis of Swine|Greasy Pig Disease|Swine Exudative Dermatitides|Swine Exudative Dermatitis
Epidermodysplasia Verruciformis	MESH:D004819	MESH:D014860	Disease, Lewandowsky-Lutz|Disease, Lutz-Lewandowsky|EPIDERMODYSPLASIA VERRUCIFORMIS|EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 1|EV|EV1|Lewandowsky Lutz Disease|Lewandowsky-Lutz Disease|Lutz Lewandowsky Disease|Lutz-Lewandowsky Disease
Epidermodysplasia Verruciformis, X-Linked	MESH:C564430	MESH:D004819|MESH:D040181	
Epidermolysa bullosa simplex and limb girdle muscular dystrophy	MESH:C535955	MESH:D016110|MESH:D049288	EBS5B|EBSMD|EPIDERMOLYSIS BULLOSA SIMPLEX 5B, WITH MUSCULAR DYSTROPHY|Epidermolysis Bullosa Simplex and Limb-Girdle Muscular Dystrophy|Epidermolysis Bullosa Simplex with Muscular Dystrophy|MD-EBS|MDEBS
Epidermolysis Bullosa	MESH:D004820	MESH:D012868|MESH:D012872|MESH:D012873	Acantholysis Bullosa|EBS4|EPIDERMOLYSIS BULLOSA SIMPLEX 4, LOCALIZED OR GENERALIZED INTERMEDIATE, AUTOSOMAL RECESSIVE
Epidermolysis Bullosa Acquisita	MESH:D016107	MESH:D004820	Acquired Epidermolysis Bullosa|Acquired Form of Epidermolysis Bullosa|Epidermolysis Bullosa, Acquired
Epidermolysis Bullosa Dystrophica	MESH:D016108	MESH:D003095|MESH:D004820	Bullosa Dystrophica, Epidermolysis|Bullosa Dystrophicas, Epidermolysis|Bullosa, Dystrophic Epidermolysis|Bullosas, Dystrophic Epidermolysis|Cockayne Touraine Disease|Cockayne-Touraine Disease|Cockayne Touraine Type Epidermolysis Bullosa|Cockayne-Touraine Type Epidermolysis Bullosa|Dystrophica, Epidermolysis Bullosa|Dystrophicas, Epidermolysis Bullosa|Dystrophic Epidermolysis Bullosa|Dystrophic Epidermolysis Bullosa, Autosomal Recessive|Dystrophic Epidermolysis Bullosas|EBR1|Epidermolysis Bullosa, Dystrophic|Epidermolysis Bullosa Dystrophica, Autosomal Recessive|Epidermolysis Bullosa Dystrophica, Cockayne Touraine Type|Epidermolysis Bullosa Dystrophica, Cockayne-Touraine Type|Epidermolysis Bullosa Dystrophica, Dominant|EPIDERMOLYSIS BULLOSA DYSTROPHICA, GENERALIZED SEVERE, AUTOSOMAL RECESSIVE EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE, LOCALISATA VARIANT, INCLUDED|Epidermolysis Bullosa Dystrophica, Hallopeau Siemens Type|Epidermolysis Bullosa Dystrophica, Hallopeau-Siemens Type|EPIDERMOLYSIS BULLOSA DYSTROPHICA INVERSA, AUTOSOMAL RECESSIVE, INCLUDED|Epidermolysis Bullosa Dystrophica, Recessive|Epidermolysis Bullosa Dystrophicas|Epidermolysis Bullosas, Dystrophic|Hallopeau Siemens Disease|Hallopeau-Siemens Disease|RDEB
Epidermolysis Bullosa Dystrophica, Autosomal Recessive, Localisata Variant	MESH:C567121	MESH:D016108	
Epidermolysis Bullosa Dystrophica Inversa, Autosomal Recessive	MESH:C567122	MESH:D016108	
Epidermolysis Bullosa Dystrophica Neurotrophica	MESH:C562637	MESH:D016108	EBR3|Epidermolysis Bullosa Progressiva, Recessive|Epidermolysis Bullosa With Congenital Deafness
Epidermolysis bullosa dystrophica, Pasini type	MESH:C535956	MESH:D016108	Albopapuloid dominant dystrophic EB|ALBOPAPULOID DOMINANT DYSTROPHIC EPIDERMOLYSIS BULLOSA;EBDD EPIDERMOLYSIS BULLOSA DYSTROPHICA WITH SUBCORNEAL CLEAVAGE, INCLUDED|DDEB|Dystrophic Epidermolysis Bullosa, Autosomal Dominant|EBDCT|EBDSC, INCLUDED|Epidermolysis Bullosa Dystrophica, Autosomal Dominant|EPIDERMOLYSIS BULLOSA DYSTROPHICA, COCKAYNE-TOURAINE TYPE|EPIDERMOLYSIS BULLOSA DYSTROPHICA, PASINI TYPE
Epidermolysis Bullosa Dystrophica With Subcorneal Cleavage	MESH:C567272	MESH:D016108	
Epidermolysis bullosa inversa dystrophica	MESH:C535958	MESH:D016109	Junctional epidermolysis bullosa inversa
Epidermolysis Bullosa, Junctional	MESH:D016109	MESH:D004820	Bullosa, Herlitz-Pearson-Type Epidermolysis|Bullosa Letali, Epidermolysis|Bullosa Letalis, Epidermolysis|Disease, Herlitz|Disease, Herlitz's|Epidermolysis Bullosa, Generalized Atrophic Benign|Epidermolysis Bullosa, Herlitz-Pearson-Type|EPIDERMOLYSIS BULLOSA, JUNCTIONAL 1B, SEVERE|EPIDERMOLYSIS BULLOSA, JUNCTIONAL, GENERALIZED SEVERE|Epidermolysis Bullosa, Junctional, Herlitz-Pearson Type|Epidermolysis Bullosa, Junctional, Herlitz Type|Epidermolysis Bullosa Junctionalis, Disentis Type|Epidermolysis Bullosa Junctionalis, Herlitz Type|Epidermolysis Bullosa Junctionalis, Progressive|Epidermolysis Bullosa Junctionalis, Severe Nonlethal|Epidermolysis Bullosa Letali|Epidermolysis Bullosa Letalis|Epidermolysis Bullosa Progressiva|Herlitz Disease|Herlitz Pearson Type Epidermolysis Bullosa|Herlitz-Pearson Type Epidermolysis Bullosa|Herlitz-Pearson-Type Epidermolysis Bullosa|Herlitz's Disease|Herlitzs Disease|JEB1B|JEB-HERLITZ TYPE|Junctional Epidermolysis Bullosa|Letali, Epidermolysis Bullosa|Letalis, Epidermolysis Bullosa|Lethal Junctional Epidermolysis Bullosa
EPIDERMOLYSIS BULLOSA, JUNCTIONAL 7, WITH INTERSTITIAL LUNG DISEASE AND NEPHROTIC SYNDROME	OMIM:614748	MESH:D004820|MESH:D009404|MESH:D017563	ILNEB|INTERSTITIAL LUNG DISEASE, NEPHROTIC SYNDROME, AND EPIDERMOLYSIS BULLOSA, CONGENITAL|JEB7
Epidermolysis Bullosa, Junctional, Non-Herlitz Type	MESH:C562639	MESH:D016109	EPIDERMOLYSIS BULLOSA, JUNCTIONAL 1A, GENERALIZED INTERMEDIATE|EPIDERMOLYSIS BULLOSA, JUNCTIONAL 1A, INTERMEDIATE|EPIDERMOLYSIS BULLOSA, JUNCTIONAL 1A, NON-HERLITZ TYPE|EPIDERMOLYSIS BULLOSA JUNCTIONALIS, DISENTIS TYPE|Epidermolysis Bullosa Junctionalis, Non-Herlitz Type|EPIDERMOLYSIS BULLOSA JUNCTIONALIS, PROGRESSIVE|EPIDERMOLYSIS BULLOSA JUNCTIONALIS, SEVERE NONLETHAL|Epidermolysis Bullosa, Junctional, Localisata Variant|JEB1A|JEB-I|JUNCTIONAL EPIDERMOLYSIS BULLOSA INVERSA
Epidermolysis bullosa, late-onset localized junctional, with mental retardation	MESH:C535492	MESH:D000848|MESH:D008607|MESH:D009260|MESH:D016110	Epidermolysis bullosa simplex localisata associated with anodontia, hair and nail disorders
Epidermolysis bullosa, lethal acantholytic	MESH:C535493	MESH:D004820	EBLA|LAEB|LETHAL ACANTHOLYTIC EPIDERMOLYSIS BULLOSA
Epidermolysis bullosa, pretibial	MESH:C535494	MESH:D016108	DEB, PRETIBIAL|Dystrophic Epidermolysis Bullosa, Pretibial|Epidermolysis Bullosa Dystrophica, Pretibial|EPIDERMOLYSIS BULLOSA, PRETIBIAL|Pretibial epidermolysis bullosa
Epidermolysis Bullosa Pruriginosa	MESH:C563192	MESH:D016108	DEB, PRURIGINOSA|Dystrophic Epidermolysis Bullosa Pruriginosa
Epidermolysis Bullosa Simplex	MESH:D016110	MESH:D004820	Acral Form EBS|Acral Form EBSs|Bullosa Simplices, Epidermolysis|EBS1A|EBS1B|EBS1C|EBS, Acral Form|EBS-DM|EBSDM|EBS, Generalized|EBSs, Acral Form|EBSs, Generalized|Epidermolysis Bullosa Herpetiformis Dowling Meara|Epidermolysis Bullosa Herpetiformis Dowling-Meara|Epidermolysis Bullosa Herpetiformis, Dowling Meara|Epidermolysis Bullosa Herpetiformis, Dowling-Meara|Epidermolysis Bullosa Herpetiformis, Dowling Meara Type|Epidermolysis Bullosa Herpetiformis, Dowling-Meara Type|Epidermolysis Bullosa of Hands and Feet|EPIDERMOLYSIS BULLOSA SIMPLEX 1A, DOWLING-MEARA TYPE|EPIDERMOLYSIS BULLOSA SIMPLEX 1A, GENERALIZED SEVERE|EPIDERMOLYSIS BULLOSA SIMPLEX 1B, GENERALIZED INTERMEDIATE|EPIDERMOLYSIS BULLOSA SIMPLEX 1B, KOEBNER TYPE|EPIDERMOLYSIS BULLOSA SIMPLEX 1C, LOCALIZED|EPIDERMOLYSIS BULLOSA SIMPLEX 1C, WEBER-COCKAYNE TYPE|Epidermolysis Bullosa Simplex, Cockayne Touraine Type|Epidermolysis Bullosa Simplex, Cockayne-Touraine Type|Epidermolysis Bullosa Simplex, Dowling Meara Type|Epidermolysis Bullosa Simplex, Dowling-Meara Type|Epidermolysis Bullosa Simplex, Generalized|Epidermolysis Bullosa Simplex Kobner|Epidermolysis Bullosa Simplex, Koebner Type|Epidermolysis Bullosa Simplex, Localized|Epidermolysis Bullosa Simplex, Weber Cockayne Type|Epidermolysis Bullosa Simplex, Weber-Cockayne Type|Epidermolysis Bullosa Simplices|Generalized EBS|Generalized EBSs|Weber Cockayne Syndrome|Weber-Cockayne Syndrome|Weber Cockayne Type Epidermolysis Bullosa Simplex|Weber-Cockayne Type Epidermolysis Bullosa Simplex
EPIDERMOLYSIS BULLOSA SIMPLEX 5D, GENERALIZED INTERMEDIATE, AUTOSOMAL RECESSIVE	OMIM:616487	MESH:D009260|MESH:D016110	EBS5D|EBSND|EPIDERMOLYSIS BULLOSA SIMPLEX 5D, WITH NAIL DYSTROPHY|EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY
EPIDERMOLYSIS BULLOSA SIMPLEX 6, GENERALIZED INTERMEDIATE, WITH OR WITHOUT CARDIOMYOPATHY	OMIM:617294	MESH:D016110	EBS6|EBSSH|EPIDERMOLYSIS BULLOSA SIMPLEX 6, GENERALIZED INTERMEDIATE, WITH SCARRING AND HAIR LOSS, WITH OR WITHOUT DILATED CARDIOMYOPATHY|EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZED, WITH SCARRING AND HAIR LOSS
Epidermolysis Bullosa Simplex, Autosomal Recessive	MESH:C563408	MESH:D016110	EBS1D|EBS3|EPIDERMOLYSIS BULLOSA SIMPLEX 1D, GENERALIZED, INTERMEDIATE OR SEVERE, AUTOSOMAL RECESSIVE|EPIDERMOLYSIS BULLOSA SIMPLEX 3, LOCALIZED OR GENERALIZED INTERMEDIATE, WITH BP230 DEFICIENCY
Epidermolysis bullosa simplex, Ogna type	MESH:C535962	MESH:D016110	EBS5A|Ebs-Og|EBSOG|Epidermolysis bullosa simplex 1|EPIDERMOLYSIS BULLOSA SIMPLEX 5A, OGNA TYPE|EPIDERMOLYSIS BULLOSA SIMPLEX, OGNA TYPE
Epidermolysis Bullosa Simplex Superficialis	MESH:C564368	MESH:D016110	
Epidermolysis Bullosa Simplex with Migratory Circinate Erythema	MESH:C563730	MESH:D004890|MESH:D016110	EBS2E|EPIDERMOLYSIS BULLOSA SIMPLEX 2E, WITH MIGRATORY CIRCINATE ERYTHEMA|EPIDERMOLYSIS BULLOSA SIMPLEX WITH MIGRATORY CIRCINATE ERYTHEMA
Epidermolysis bullosa simplex with mottled pigmentation	MESH:C535959	MESH:D016110	EBS2F|EBSMP|EPIDERMOLYSIS BULLOSA SIMPLEX 2F, WITH MOTTLED PIGMENTATION|EPIDERMOLYSIS BULLOSA SIMPLEX WITH MOTTLED PIGMENTATION|Speckled hyperpigmentation, palmo-plantar punctate keratoses and childhood blistering|Speckled Hyperpigmentation With Punctate Palmoplantar Keratoses And Childhood Blistering
